
 ----------------------------------------------

    SimVascular Fluid-Structure Interaction
                  (svFSI v8)

 ----------------------------------------------

 This program comes with ABSOLUTELY NO WARRANTY
 Compiled on 02-23-2019

 Running in parallel with 24 tasks
 Number of meshes: 1
 Reading mesh <msh>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-complete.mesh.vtu>
 Checking IEN array structure for mesh <msh>
 Make sure nodes in elements are arranged 1-4 on
      one face and 5-8 on the opposite face
 Number of available faces: 6
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/X0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/X1sym.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Y0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Y1sym.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Z0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Z1.vtp>
 Number of nodes: 18786
 Number of elements: 15000
 Loading fiber directions
 Mesh data imported successfully
 Domain size X: 0.000000 1.500000
 Domain size Y: 0.000000 2.500E-1
 Domain size Z: 0.000000 5.000000
 Number of equations: 1
 Using preconditioner: Trilinos-ILUT
 Number of imposed BC for equation <vms_struct>: 5
 Configuration is completed successfully
 ParMETIS partitioned the mesh by cutting 2773 elements
 Constructing stiffness matrix sparse structure
 Total number of non-zeros in the LHS matrix: 465966
 Initializing state variables to zero
 Volume of domain 1.874999
 Area of face <X0> is 1.249999
 Area of face <X1s> is 1.250000
 Area of face <Y0> is 7.500000
 Area of face <Y1s> is 7.500000
 Area of face <Z0> is 3.749E-1
 Area of face <Z1> is 3.749E-1

----------------------------------------------------------
Eq     N-i     T      dB   Ri/R0    R/Ri     lsIt  dB  %t
----------------------------------------------------------
 New time step size: 1.000E-4
ST  3362-2  1.41E4  [ -75 8.81E-6 9.73E-7]  [  94 -57  88]
ST  3362-3  1.41E4  [-185 2.8E-11 9.55E-7]  [  99 -53  88]
ST  3363-1  1.41E4  [   0 5.14E-2 9.67E-7]  [  81 -25  87]
ST  3363-2  1.41E4  [ -75 8.81E-6 9.37E-7]  [  94 -58  88]
ST  3363-3  1.41E4  [-185 2.7E-11 9.05E-7]  [ 102 -57  88]
ST  3364-1  1.41E4  [   0 5.14E-2 9.69E-7]  [  81 -25  87]
ST  3364-2  1.41E4  [ -75 8.81E-6 9.49E-7]  [  94 -58  88]
ST  3364-3  1.41E4  [-185 2.8E-11 9.62E-7]  [  99 -56  88]
ST  3365-1  1.41E4  [   0 5.14E-2 9.74E-7]  [  81 -25  87]
ST  3365-2  1.41E4  [ -75 8.80E-6 9.10E-7]  [  94 -58  88]
ST  3365-3  1.41E4  [-185 2.7E-11 9.37E-7]  [ 101 -58  88]
ST  3366-1  1.41E4  [   0 5.14E-2 9.65E-7]  [  81 -25  87]
ST  3366-2  1.41E4  [ -75 8.80E-6 9.38E-7]  [  94 -58  88]
ST  3366-3  1.41E4  [-185 2.6E-11 8.58E-7]  [  99 -58  88]
ST  3367-1  1.41E4  [   0 5.14E-2 9.62E-7]  [  81 -25  87]
ST  3367-2  1.41E4  [ -75 8.80E-6 9.58E-7]  [  94 -58  88]
ST  3367-3  1.41E4  [-185 2.7E-11 8.49E-7]  [ 107  -2  91]
ST  3368-1  1.41E4  [   0 5.14E-2 9.68E-7]  [  81 -25  87]
ST  3368-2  1.42E4  [ -75 8.79E-6 9.40E-7]  [  94 -58  88]
ST  3368-3  1.42E4  [-185 2.7E-11 8.61E-7]  [ 102 -57  88]
ST  3369-1  1.42E4  [   0 5.14E-2 9.68E-7]  [  81 -25  89]
ST  3369-2  1.42E4  [ -75 8.79E-6 9.49E-7]  [  94 -58  88]
ST  3369-3  1.42E4  [-185 2.7E-11 9.59E-7]  [ 102 -55  88]
ST  3370-1  1.42E4  [   0 5.14E-2 9.70E-7]  [  81 -25  87]
ST  3370-2  1.42E4  [ -75 8.79E-6 9.63E-7]  [  94 -57  88]
ST  3370-3s 1.42E4  [-185 2.6E-11 9.83E-7]  [ 102 -54  88]
ST  3371-1  1.42E4  [   0 5.14E-2 9.69E-7]  [  81 -25  49]
ST  3371-2  1.42E4  [ -75 8.78E-6 9.32E-7]  [  94 -58  88]
ST  3371-3  1.42E4  [-185 2.7E-11 9.00E-7]  [ 102 -57  88]
ST  3372-1  1.42E4  [   0 5.14E-2 9.76E-7]  [  81 -25  87]
ST  3372-2  1.42E4  [ -75 8.78E-6 9.53E-7]  [  94 -58  88]
ST  3372-3  1.42E4  [-185 2.7E-11 8.17E-7]  [ 107  -3  91]
ST  3373-1  1.42E4  [   0 5.13E-2 9.72E-7]  [  81 -25  87]
ST  3373-2  1.42E4  [ -75 8.78E-6 9.50E-7]  [  94 -58  88]
ST  3373-3  1.42E4  [-185 2.7E-11 9.84E-7]  [ 106   0  91]
ST  3374-1  1.42E4  [   0 5.13E-2 9.77E-7]  [  81 -25  87]
ST  3374-2  1.42E4  [ -75 8.77E-6 9.30E-7]  [  94 -58  88]
ST  3374-3  1.42E4  [-185 2.7E-11 9.94E-7]  [ 101 -55  88]
ST  3375-1  1.42E4  [   0 5.13E-2 9.78E-7]  [  81 -25  87]
ST  3375-2  1.42E4  [ -75 8.77E-6 9.47E-7]  [  94 -58  88]
ST  3375-3  1.42E4  [-185 2.7E-11 9.71E-7]  [ 102 -55  88]
ST  3376-1  1.42E4  [   0 5.13E-2 9.72E-7]  [  81 -25  87]
ST  3376-2  1.42E4  [ -75 8.76E-6 9.30E-7]  [  94 -58  88]
ST  3376-3  1.42E4  [-185 2.7E-11 9.41E-7]  [ 102 -56  76]
ST  3377-1  1.42E4  [   0 5.13E-2 9.76E-7]  [  81 -25  87]
ST  3377-2  1.42E4  [ -75 8.76E-6 9.65E-7]  [  94 -57  88]
ST  3377-3  1.42E4  [-185 2.7E-11 9.31E-7]  [ 101 -54  88]
ST  3378-1  1.42E4  [   0 5.13E-2 9.74E-7]  [  81 -25  88]
ST  3378-2  1.42E4  [ -75 8.76E-6 9.47E-7]  [  94 -58  88]
ST  3378-3  1.42E4  [-185 2.7E-11 8.39E-7]  [ 107  -2  91]
ST  3379-1  1.42E4  [   0 5.13E-2 9.75E-7]  [  81 -25  87]
ST  3379-2  1.42E4  [ -75 8.75E-6 9.25E-7]  [  94 -58  88]
ST  3379-3  1.42E4  [-185 2.8E-11 8.88E-7]  [ 101 -57  88]
ST  3380-1  1.42E4  [   0 5.13E-2 9.73E-7]  [  81 -25  87]
ST  3380-2  1.42E4  [ -75 8.75E-6 9.48E-7]  [  94 -58  88]
ST  3380-3s 1.42E4  [-185 2.7E-11 8.35E-7]  [ 107  -2  91]
ST  3381-1  1.42E4  [   0 5.13E-2 9.79E-7]  [  81 -24  49]
ST  3381-2  1.42E4  [ -75 8.75E-6 9.46E-7]  [  94 -58  88]
ST  3381-3  1.42E4  [-185 2.7E-11 9.85E-7]  [ 106   0  91]
ST  3382-1  1.42E4  [   0 5.13E-2 9.73E-7]  [  81 -25  87]
ST  3382-2  1.42E4  [ -75 8.74E-6 9.50E-7]  [  94 -58  88]
ST  3382-3  1.42E4  [-185 2.8E-11 9.49E-7]  [ 102 -55  88]
ST  3383-1  1.42E4  [   0 5.13E-2 9.71E-7]  [  81 -25  87]
ST  3383-2  1.42E4  [ -75 8.74E-6 9.41E-7]  [  94 -58  88]
ST  3383-3  1.42E4  [-185 2.7E-11 8.82E-7]  [ 102 -57  88]
ST  3384-1  1.42E4  [   0 5.13E-2 9.75E-7]  [  81 -25  80]
ST  3384-2  1.42E4  [ -75 8.74E-6 9.11E-7]  [  94 -58  88]
ST  3384-3  1.42E4  [-185 2.8E-11 8.49E-7]  [  98 -58  88]
ST  3385-1  1.42E4  [   0 5.12E-2 9.73E-7]  [  81 -25  87]
ST  3385-2  1.42E4  [ -75 8.73E-6 9.31E-7]  [  94 -58  88]
ST  3385-3  1.42E4  [-185 2.6E-11 9.69E-7]  [ 106   0  91]
ST  3386-1  1.42E4  [   0 5.12E-2 9.76E-7]  [  81 -24  87]
ST  3386-2  1.42E4  [ -75 8.73E-6 9.07E-7]  [  94 -58  88]
ST  3386-3  1.42E4  [-185 2.8E-11 8.46E-7]  [  99 -58  88]
ST  3387-1  1.42E4  [   0 5.12E-2 9.71E-7]  [  81 -25  87]
ST  3387-2  1.42E4  [ -75 8.72E-6 8.93E-7]  [  94 -58  88]
ST  3387-3  1.42E4  [-184 3.0E-11 9.48E-7]  [ 101 -58  88]
ST  3388-1  1.42E4  [   0 5.12E-2 9.74E-7]  [  81 -25  87]
ST  3388-2  1.42E4  [ -75 8.72E-6 9.03E-7]  [  94 -58  88]
ST  3388-3  1.42E4  [-185 2.7E-11 9.81E-7]  [  98 -57  88]
ST  3389-1  1.42E4  [   0 5.12E-2 9.75E-7]  [  81 -25  87]
ST  3389-2  1.42E4  [ -75 8.72E-6 9.01E-7]  [  94 -58  88]
ST  3389-3  1.42E4  [-185 2.7E-11 8.68E-7]  [ 107  -2  91]
ST  3390-1  1.42E4  [   0 5.12E-2 9.80E-7]  [  81 -24  87]
ST  3390-2  1.42E4  [ -75 8.71E-6 9.30E-7]  [  94 -58  88]
ST  3390-3s 1.42E4  [-184 2.9E-11 9.71E-7]  [  98 -56  88]
ST  3391-1  1.42E4  [   0 5.12E-2 9.77E-7]  [  81 -25  49]
ST  3391-2  1.42E4  [ -75 8.71E-6 9.00E-7]  [  94 -58  89]
ST  3391-3  1.42E4  [-185 2.8E-11 9.90E-7]  [ 102 -57  88]
ST  3392-1  1.42E4  [   0 5.12E-2 9.78E-7]  [  81 -24  87]
ST  3392-2  1.42E4  [ -75 8.71E-6 9.25E-7]  [  94 -58  88]
ST  3392-3  1.42E4  [-185 2.8E-11 9.00E-7]  [ 101 -57  88]
ST  3393-1  1.42E4  [   0 5.12E-2 9.85E-7]  [  81 -24  87]
ST  3393-2  1.43E4  [ -75 8.70E-6 9.21E-7]  [  94 -58  88]
ST  3393-3  1.43E4  [-185 2.7E-11 9.07E-7]  [  97 -57  88]
ST  3394-1  1.43E4  [   0 5.12E-2 9.81E-7]  [  81 -24  87]
ST  3394-2  1.43E4  [ -75 8.70E-6 9.12E-7]  [  94 -58  88]
ST  3394-3  1.43E4  [-185 2.7E-11 8.83E-7]  [  99 -58  88]
ST  3395-1  1.43E4  [   0 5.12E-2 9.85E-7]  [  81 -24  87]
ST  3395-2  1.43E4  [ -75 8.70E-6 9.29E-7]  [  94 -58  87]
ST  3395-3  1.43E4  [-185 2.6E-11 9.83E-7]  [ 100 -56  88]
ST  3396-1  1.43E4  [   0 5.11E-2 9.82E-7]  [  81 -24  87]
ST  3396-2  1.43E4  [ -75 8.69E-6 9.23E-7]  [  94 -58  88]
ST  3396-3  1.43E4  [-185 2.7E-11 9.93E-7]  [  97 -56  88]
ST  3397-1  1.43E4  [   0 5.11E-2 9.86E-7]  [  81 -24  57]
ST  3397-2  1.43E4  [ -75 8.69E-6 9.41E-7]  [  94 -58  88]
ST  3397-3  1.43E4  [-185 2.7E-11 9.99E-7]  [ 102 -55  88]
ST  3398-1  1.43E4  [   0 5.11E-2 9.89E-7]  [  81 -24  87]
ST  3398-2  1.43E4  [ -75 8.69E-6 9.11E-7]  [  94 -58  88]
ST  3398-3  1.43E4  [-185 2.8E-11 9.15E-7]  [  98 -57  88]
ST  3399-1  1.43E4  [   0 5.11E-2 9.86E-7]  [  81 -24  87]
ST  3399-2  1.43E4  [ -75 8.68E-6 9.49E-7]  [  94 -58  89]
ST  3399-3  1.43E4  [-185 2.7E-11 9.87E-7]  [ 106   0  91]
ST  3400-1  1.43E4  [   0 5.11E-2 9.80E-7]  [  81 -24  87]
ST  3400-2  1.43E4  [ -75 8.68E-6 9.34E-7]  [  94 -58  88]
ST  3400-3s 1.43E4  [-185 2.7E-11 8.99E-7]  [ 102 -56  81]
ST  3401-1  1.43E4  [   0 5.11E-2 9.80E-7]  [  81 -24  50]
ST  3401-2  1.43E4  [ -75 8.67E-6 8.95E-7]  [  94 -58  88]
ST  3401-3  1.43E4  [-185 2.6E-11 9.60E-7]  [  97 -57  88]
ST  3402-1  1.43E4  [   0 5.11E-2 9.80E-7]  [  81 -24  87]
ST  3402-2  1.43E4  [ -75 8.67E-6 9.29E-7]  [  94 -58  88]
ST  3402-3  1.43E4  [-185 2.7E-11 9.03E-7]  [ 101 -56  88]
ST  3403-1  1.43E4  [   0 5.11E-2 9.86E-7]  [  81 -24  87]
ST  3403-2  1.43E4  [ -75 8.67E-6 9.16E-7]  [  94 -58  88]
ST  3403-3  1.43E4  [-184 2.9E-11 8.51E-7]  [  98 -58  88]
ST  3404-1  1.43E4  [   0 5.11E-2 9.84E-7]  [  81 -24  87]
ST  3404-2  1.43E4  [ -75 8.66E-6 9.11E-7]  [  94 -58  88]
ST  3404-3  1.43E4  [-185 2.7E-11 9.17E-7]  [  98 -57  88]
ST  3405-1  1.43E4  [   0 5.11E-2 9.79E-7]  [  81 -24  87]
ST  3405-2  1.43E4  [ -75 8.66E-6 9.93E-7]  [  93 -57  88]
ST  3405-3  1.43E4  [-185 2.8E-11 9.67E-7]  [  95 -65  88]
ST  3406-1  1.43E4  [   0 5.11E-2 9.80E-7]  [  81 -25  87]
ST  3406-2  1.43E4  [ -75 8.66E-6 9.04E-7]  [  94 -58  88]
ST  3406-3  1.43E4  [-185 2.8E-11 9.15E-7]  [  99 -58  89]
ST  3407-1  1.43E4  [   0 5.10E-2 9.79E-7]  [  81 -24  87]
ST  3407-2  1.43E4  [ -75 8.65E-6 9.06E-7]  [  94 -58  88]
ST  3407-3  1.43E4  [-185 2.7E-11 9.14E-7]  [ 101 -58  88]
ST  3408-1  1.43E4  [   0 5.10E-2 9.78E-7]  [  81 -25  87]
ST  3408-2  1.43E4  [ -75 8.65E-6 9.21E-7]  [  94 -58  88]
ST  3408-3  1.43E4  [-185 2.7E-11 8.76E-7]  [  98 -58  88]
ST  3409-1  1.43E4  [   0 5.10E-2 9.87E-7]  [  81 -24  87]
ST  3409-2  1.43E4  [ -75 8.65E-6 9.35E-7]  [  94 -58  88]
ST  3409-3  1.43E4  [-185 2.7E-11 9.11E-7]  [ 102 -56  88]
ST  3410-1  1.43E4  [   0 5.10E-2 9.84E-7]  [  81 -24  87]
ST  3410-2  1.43E4  [ -75 8.64E-6 9.11E-7]  [  94 -58  88]
ST  3410-3s 1.43E4  [-184 2.8E-11 9.37E-7]  [  97 -57  88]
ST  3411-1  1.43E4  [   0 5.10E-2 9.89E-7]  [  81 -24  49]
ST  3411-2  1.43E4  [ -75 8.64E-6 9.15E-7]  [  94 -58  88]
ST  3411-3  1.43E4  [-185 2.7E-11 9.81E-7]  [  97 -56  88]
ST  3412-1  1.43E4  [   0 5.10E-2 9.82E-7]  [  81 -25  87]
ST  3412-2  1.43E4  [ -75 8.64E-6 8.97E-7]  [  94 -58  88]
ST  3412-3  1.43E4  [-185 2.8E-11 8.45E-7]  [ 107  -2  91]
ST  3413-1  1.43E4  [   0 5.10E-2 9.90E-7]  [  81 -24  87]
ST  3413-2  1.43E4  [ -75 8.63E-6 9.44E-7]  [  94 -58  88]
ST  3413-3  1.43E4  [-185 2.8E-11 9.74E-7]  [ 102 -55  88]
ST  3414-1  1.43E4  [   0 5.10E-2 9.85E-7]  [  81 -24  87]
ST  3414-2  1.43E4  [ -75 8.63E-6 9.07E-7]  [  94 -58  89]
ST  3414-3  1.43E4  [-185 2.7E-11 9.18E-7]  [ 100 -58  88]
ST  3415-1  1.43E4  [   0 5.10E-2 9.84E-7]  [  81 -24  87]
ST  3415-2  1.43E4  [ -75 8.63E-6 9.14E-7]  [  94 -58  88]
ST  3415-3  1.43E4  [-185 2.7E-11 8.73E-7]  [  98 -58  88]
ST  3416-1  1.43E4  [   0 5.10E-2 9.81E-7]  [  81 -25  87]
ST  3416-2  1.43E4  [ -75 8.62E-6 9.01E-7]  [  94 -58  88]
ST  3416-3  1.43E4  [-185 2.8E-11 9.90E-7]  [ 100 -57  88]
ST  3417-1  1.43E4  [   0 5.10E-2 9.80E-7]  [  81 -25  88]
ST  3417-2  1.43E4  [ -75 8.62E-6 9.09E-7]  [  94 -58  88]
ST  3417-3  1.43E4  [-185 2.7E-11 9.73E-7]  [  99 -55  88]
ST  3418-1  1.43E4  [   0 5.09E-2 9.83E-7]  [  81 -24  87]
ST  3418-2  1.43E4  [ -75 8.62E-6 9.00E-7]  [  94 -58  88]
ST  3418-3  1.43E4  [-185 2.7E-11 9.07E-7]  [ 100 -58  88]
ST  3419-1  1.43E4  [   0 5.09E-2 9.79E-7]  [  81 -25  87]
ST  3419-2  1.44E4  [ -75 8.61E-6 9.06E-7]  [  94 -58  88]
ST  3419-3  1.44E4  [-185 2.7E-11 9.71E-7]  [  97 -57  88]
ST  3420-1  1.44E4  [   0 5.09E-2 9.76E-7]  [  81 -25  87]
ST  3420-2  1.44E4  [ -75 8.61E-6 8.87E-7]  [  94 -58  88]
ST  3420-3s 1.44E4  [-185 2.7E-11 9.81E-7]  [  97 -56  88]
ST  3421-1  1.44E4  [   0 5.09E-2 9.76E-7]  [  81 -25  49]
ST  3421-2  1.44E4  [ -75 8.60E-6 8.92E-7]  [  94 -58  88]
ST  3421-3  1.44E4  [-185 2.7E-11 8.81E-7]  [ 107  -2  91]
ST  3422-1  1.44E4  [   0 5.09E-2 9.79E-7]  [  81 -25  89]
ST  3422-2  1.44E4  [ -75 8.60E-6 9.76E-7]  [  93 -57  88]
ST  3422-3  1.44E4  [-184 2.8E-11 9.79E-7]  [  96 -65  88]
ST  3423-1  1.44E4  [   0 5.09E-2 9.85E-7]  [  81 -24  87]
ST  3423-2  1.44E4  [ -75 8.60E-6 8.92E-7]  [  94 -58  88]
ST  3423-3  1.44E4  [-185 2.7E-11 9.30E-7]  [  99 -57  88]
ST  3424-1  1.44E4  [   0 5.09E-2 9.75E-7]  [  81 -25  87]
ST  3424-2  1.44E4  [ -75 8.59E-6 9.14E-7]  [  94 -58  88]
ST  3424-3  1.44E4  [-185 2.7E-11 9.81E-7]  [ 100 -56  88]
ST  3425-1  1.44E4  [   0 5.09E-2 9.78E-7]  [  81 -25  87]
ST  3425-2  1.44E4  [ -75 8.59E-6 9.96E-7]  [  93 -57  88]
ST  3425-3  1.44E4  [-185 2.8E-11 9.58E-7]  [ 107  -1  91]
ST  3426-1  1.44E4  [   0 5.09E-2 9.79E-7]  [  81 -25  87]
ST  3426-2  1.44E4  [ -75 8.59E-6 9.73E-7]  [  93 -57  87]
ST  3426-3  1.44E4  [-185 2.7E-11 9.77E-7]  [  94 -66  88]
ST  3427-1  1.44E4  [   0 5.09E-2 9.85E-7]  [  81 -24  87]
ST  3427-2  1.44E4  [ -75 8.58E-6 8.96E-7]  [  94 -58  88]
ST  3427-3  1.44E4  [-185 2.7E-11 9.94E-7]  [  97 -56  88]
ST  3428-1  1.44E4  [   0 5.09E-2 9.78E-7]  [  81 -25  87]
ST  3428-2  1.44E4  [ -75 8.58E-6 9.82E-7]  [  93 -57  88]
ST  3428-3  1.44E4  [-185 2.7E-11 9.83E-7]  [ 112  -4  91]
ST  3429-1  1.44E4  [   0 5.08E-2 9.86E-7]  [  81 -24  87]
ST  3429-2  1.44E4  [ -75 8.58E-6 9.79E-7]  [  93 -57  88]
ST  3429-3  1.44E4  [-185 2.8E-11 9.83E-7]  [ 110  -3  92]
ST  3430-1  1.44E4  [   0 5.08E-2 9.82E-7]  [  81 -24  87]
ST  3430-2  1.44E4  [ -75 8.57E-6 8.93E-7]  [  94 -58  88]
ST  3430-3s 1.44E4  [-185 2.7E-11 9.08E-7]  [  98 -57  88]
ST  3431-1  1.44E4  [   0 5.08E-2 9.81E-7]  [  81 -25  49]
ST  3431-2  1.44E4  [ -75 8.57E-6 9.08E-7]  [  94 -58  88]
ST  3431-3  1.44E4  [-185 2.7E-11 9.66E-7]  [  98 -56  88]
ST  3432-1  1.44E4  [   0 5.08E-2 9.78E-7]  [  81 -25  87]
ST  3432-2  1.44E4  [ -75 8.57E-6 9.30E-7]  [  94 -58  88]
ST  3432-3  1.44E4  [-185 2.8E-11 9.27E-7]  [ 102 -56  88]
ST  3433-1  1.44E4  [   0 5.08E-2 9.81E-7]  [  81 -25  87]
ST  3433-2  1.44E4  [ -75 8.56E-6 9.37E-7]  [  94 -58  88]
ST  3433-3  1.44E4  [-185 2.7E-11 9.82E-7]  [ 102 -55  88]
ST  3434-1  1.44E4  [   0 5.08E-2 9.81E-7]  [  81 -25  87]
ST  3434-2  1.44E4  [ -75 8.56E-6 9.85E-7]  [  93 -57  88]
ST  3434-3  1.44E4  [-185 2.7E-11 9.42E-7]  [  95 -66  88]
ST  3435-1  1.44E4  [   0 5.08E-2 9.80E-7]  [  81 -25  87]
ST  3435-2  1.44E4  [ -75 8.56E-6 9.90E-7]  [  93 -57  88]
ST  3435-3  1.44E4  [-185 2.7E-11 9.85E-7]  [ 108  -2  91]
ST  3436-1  1.44E4  [   0 5.08E-2 9.84E-7]  [  81 -24  87]
ST  3436-2  1.44E4  [ -75 8.55E-6 9.00E-7]  [  94 -58  88]
ST  3436-3  1.44E4  [-185 2.8E-11 9.96E-7]  [  99 -57  88]
ST  3437-1  1.44E4  [   0 5.08E-2 9.79E-7]  [  81 -25  87]
ST  3437-2  1.44E4  [ -75 8.55E-6 9.31E-7]  [  94 -58  89]
ST  3437-3  1.44E4  [-184 2.8E-11 9.82E-7]  [ 101 -55  88]
ST  3438-1  1.44E4  [   0 5.08E-2 9.84E-7]  [  81 -24  87]
ST  3438-2  1.44E4  [ -75 8.55E-6 9.22E-7]  [  94 -58  88]
ST  3438-3  1.44E4  [-185 2.8E-11 9.95E-7]  [ 100 -55  88]
ST  3439-1  1.44E4  [   0 5.08E-2 9.83E-7]  [  81 -25  87]
ST  3439-2  1.44E4  [ -75 8.54E-6 9.44E-7]  [  94 -58  88]
ST  3439-3  1.44E4  [-185 2.7E-11 9.21E-7]  [ 102 -56  88]
ST  3440-1  1.44E4  [   0 5.08E-2 9.87E-7]  [  81 -24  87]
ST  3440-2  1.44E4  [ -75 8.54E-6 9.29E-7]  [  94 -58  88]
ST  3440-3s 1.44E4  [-185 2.7E-11 9.58E-7]  [ 102 -55  88]
ST  3441-1  1.44E4  [   0 5.07E-2 9.85E-7]  [  81 -24  49]
ST  3441-2  1.44E4  [ -75 8.54E-6 9.19E-7]  [  94 -58  88]
ST  3441-3  1.44E4  [-185 2.7E-11 9.18E-7]  [ 100 -57  88]
ST  3442-1  1.44E4  [   0 5.07E-2 9.84E-7]  [  81 -25  87]
ST  3442-2  1.44E4  [ -75 8.53E-6 9.50E-7]  [  94 -58  88]
ST  3442-3  1.44E4  [-185 2.8E-11 9.01E-7]  [ 102 -54  88]
ST  3443-1  1.44E4  [   0 5.07E-2 9.84E-7]  [  81 -25  87]
ST  3443-2  1.44E4  [ -75 8.53E-6 9.23E-7]  [  94 -58  88]
ST  3443-3  1.44E4  [-185 2.7E-11 9.02E-7]  [  98 -57  88]
ST  3444-1  1.44E4  [   0 5.07E-2 9.84E-7]  [  81 -25  87]
ST  3444-2  1.44E4  [ -75 8.53E-6 9.12E-7]  [  94 -58  88]
ST  3444-3  1.45E4  [-184 2.8E-11 9.85E-7]  [  97 -56  88]
ST  3445-1  1.45E4  [   0 5.07E-2 9.88E-7]  [  81 -25  89]
ST  3445-2  1.45E4  [ -75 8.52E-6 9.55E-7]  [  94 -58  88]
ST  3445-3  1.45E4  [-185 2.7E-11 9.21E-7]  [ 102 -54  88]
ST  3446-1  1.45E4  [   0 5.07E-2 9.79E-7]  [  81 -25  87]
ST  3446-2  1.45E4  [ -75 8.52E-6 9.61E-7]  [  94 -57  88]
ST  3446-3  1.45E4  [-185 2.8E-11 8.67E-7]  [  96 -54  88]
ST  3447-1  1.45E4  [   0 5.07E-2 9.87E-7]  [  81 -25  87]
ST  3447-2  1.45E4  [ -75 8.52E-6 9.45E-7]  [  94 -58  88]
ST  3447-3  1.45E4  [-185 2.7E-11 9.98E-7]  [ 104   0  91]
ST  3448-1  1.45E4  [   0 5.07E-2 9.86E-7]  [  81 -24  87]
ST  3448-2  1.45E4  [ -75 8.51E-6 9.33E-7]  [  94 -58  88]
ST  3448-3  1.45E4  [-185 2.7E-11 9.96E-7]  [ 101 -55  88]
ST  3449-1  1.45E4  [   0 5.07E-2 9.83E-7]  [  81 -25  87]
ST  3449-2  1.45E4  [ -75 8.51E-6 9.31E-7]  [  94 -58  88]
ST  3449-3  1.45E4  [-185 2.8E-11 9.02E-7]  [ 102 -56  88]
ST  3450-1  1.45E4  [   0 5.07E-2 9.90E-7]  [  81 -24  87]
ST  3450-2  1.45E4  [ -75 8.51E-6 9.41E-7]  [  94 -58  88]
ST  3450-3s 1.45E4  [-185 2.7E-11 9.58E-7]  [ 102 -54  88]
ST  3451-1  1.45E4  [   0 5.07E-2 9.93E-7]  [  81 -24  48]
ST  3451-2  1.45E4  [ -75 8.50E-6 9.83E-7]  [  94 -57  88]
ST  3451-3  1.45E4  [-185 2.7E-11 8.91E-7]  [ 102 -54  88]
ST  3452-1  1.45E4  [   0 5.06E-2 9.83E-7]  [  81 -25  87]
ST  3452-2  1.45E4  [ -75 8.50E-6 9.70E-7]  [  94 -57  88]
ST  3452-3  1.45E4  [-185 2.8E-11 8.96E-7]  [  94 -53  89]
ST  3453-1  1.45E4  [   0 5.06E-2 9.86E-7]  [  81 -25  87]
ST  3453-2  1.45E4  [ -75 8.49E-6 9.39E-7]  [  94 -58  88]
ST  3453-3  1.45E4  [-185 2.7E-11 9.70E-7]  [ 106   0  91]
ST  3454-1  1.45E4  [   0 5.06E-2 9.87E-7]  [  81 -25  87]
ST  3454-2  1.45E4  [ -75 8.49E-6 9.49E-7]  [  94 -58  88]
ST  3454-3  1.45E4  [-185 2.7E-11 8.69E-7]  [ 102 -55  88]
ST  3455-1  1.45E4  [   0 5.06E-2 9.89E-7]  [  81 -24  87]
ST  3455-2  1.45E4  [ -75 8.49E-6 9.46E-7]  [  94 -58  88]
ST  3455-3  1.45E4  [-184 2.8E-11 9.44E-7]  [ 102 -54  88]
ST  3456-1  1.45E4  [   0 5.06E-2 9.96E-7]  [  81 -24  87]
ST  3456-2  1.45E4  [ -75 8.49E-6 9.63E-7]  [  94 -57  88]
ST  3456-3  1.45E4  [-185 2.7E-11 9.45E-7]  [  98 -53  88]
ST  3457-1  1.45E4  [   0 5.06E-2 9.88E-7]  [  81 -25  87]
ST  3457-2  1.45E4  [ -75 8.48E-6 9.74E-7]  [  94 -57  88]
ST  3457-3  1.45E4  [-185 2.7E-11 8.58E-7]  [ 102 -54  88]
ST  3458-1  1.45E4  [   0 5.06E-2 9.89E-7]  [  81 -24  87]
ST  3458-2  1.45E4  [ -75 8.48E-6 9.33E-7]  [  94 -58  88]
ST  3458-3  1.45E4  [-184 2.8E-11 9.25E-7]  [ 102 -55  88]
ST  3459-1  1.45E4  [   0 5.06E-2 9.83E-7]  [  81 -25  87]
ST  3459-2  1.45E4  [ -75 8.47E-6 9.76E-7]  [  94 -57  88]
ST  3459-3  1.45E4  [-185 2.7E-11 9.85E-7]  [ 101 -52  88]
ST  3460-1  1.45E4  [   0 5.06E-2 9.83E-7]  [  81 -25  87]
ST  3460-2  1.45E4  [ -75 8.47E-6 9.64E-7]  [  94 -57  88]
ST  3460-3s 1.45E4  [-184 2.8E-11 9.62E-7]  [  94 -53  89]
ST  3461-1  1.45E4  [   0 5.06E-2 9.85E-7]  [  81 -25  49]
ST  3461-2  1.45E4  [ -75 8.47E-6 9.87E-7]  [  94 -57  88]
